Addr	OpCode	OpCode2	Op
0e9e	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0e9f	032d		WaitForWindowReady()
0ea0	0100		CLEAR
0ea1	0110	0046	PUSH #0046
0ea3	0110	00a0	PUSH #00a0
0ea5	0110	00b4	PUSH #00b4
0ea7	0110	0039	PUSH #0039
0ea9	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0eaa	0100		CLEAR
0eab	0110	0000	PUSH #0000
0ead	0110	0000	PUSH #0000
0eaf	032c		SetWindowParams(POP2, POP1)
0eb0	032d		WaitForWindowReady()
0eb1	0100		CLEAR
0eb2	0110	0016	PUSH #0016
0eb4	0325		SetWindowMessage(POP1)
0eb5	032e		WaitForMessageAcknowledge()
0eb6	0100		CLEAR
0eb7	0114	1c22	PUSH Bank0[0384].Bit(2)
0eb9	0110	0001	PUSH #0001
0ebb	00e0		WRITE BANK POP2 = POP1
0ebc	0200	0f02	JUMP 0f02
0ebe	0100		CLEAR
0ebf	0110	0028	PUSH #0028
0ec1	0303		ActiveEntity.SetMoveSpeed(POP1)
0ec2	0100		CLEAR
0ec3	011b	0004	PUSH GetSpecial(0004)
0ec5	0110	0080	PUSH #0080
0ec7	0040		PUSH POP2 + POP1
0ec8	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0ec9	0100		CLEAR
0eca	011b	000d	PUSH GetSpecial(000d)
0ecc	0201	0ed5	JUMPZ(POP1) 0ed5
0ece	0100		CLEAR
0ecf	0110	0001	PUSH #0001
0ed1	0305		SetNumWaitFrames(POP1)
0ed2	0306		Wait()
0ed3	0200	0ec9	JUMP 0ec9
0ed5	0100		CLEAR
0ed6	0110	0000	PUSH #0000
0ed8	0303		ActiveEntity.SetMoveSpeed(POP1)
0ed9	0100		CLEAR
0eda	0110	000a	PUSH #000a
0edc	0305		SetNumWaitFrames(POP1)
0edd	0306		Wait()
0ede	0100		CLEAR
0edf	011b	0004	PUSH GetSpecial(0004)
0ee1	0110	0080	PUSH #0080
0ee3	0040		PUSH POP2 + POP1
0ee4	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0ee5	0100		CLEAR
0ee6	0110	0007	PUSH #0007
0ee8	0110	0000	PUSH #0000
0eea	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0eeb	032d		WaitForWindowReady()
0eec	0100		CLEAR
0eed	0110	001e	PUSH #001e
0eef	0110	00a0	PUSH #00a0
0ef1	0110	0104	PUSH #0104
0ef3	0110	0039	PUSH #0039
0ef5	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0ef6	0100		CLEAR
0ef7	0110	0000	PUSH #0000
0ef9	0110	0000	PUSH #0000
0efb	032c		SetWindowParams(POP2, POP1)
0efc	032d		WaitForWindowReady()
0efd	0100		CLEAR
0efe	0110	0017	PUSH #0017
0f00	0325		SetWindowMessage(POP1)
0f01	032e		WaitForMessageAcknowledge()
0f02	0100		CLEAR
0f03	0110	0000	PUSH #0000
0f05	0110	0001	PUSH #0001
0f07	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0f08	0100		CLEAR
0f09	0110	0001	PUSH #0001
0f0b	0307		SetControlsEnabled(POP1)
0f0c	0100		CLEAR
0f0d	0110	0001	PUSH #0001
0f0f	032b		SetRandomEncountersEnabled(POP1)
0f10	0203		RETURN
0f11	0100		CLEAR
0f12	0110	0000	PUSH #0000
0f14	0307		SetControlsEnabled(POP1)
0f15	0100		CLEAR
0f16	0110	0000	PUSH #0000
0f18	032b		SetRandomEncountersEnabled(POP1)
0f19	0100		CLEAR
0f1a	0110	0003	PUSH #0003
0f1c	0321		Op321(POP1)
0f1d	0100		CLEAR
0f1e	0114	1c22	PUSH Bank0[0384].Bit(2)
0f20	0017		PUSH !POP1
0f21	0201	0fb2	JUMPZ(POP1) 0fb2
0f23	032d		WaitForWindowReady()
0f24	0100		CLEAR
0f25	0110	0064	PUSH #0064
0f27	0110	00a0	PUSH #00a0
0f29	0110	0078	PUSH #0078
0f2b	0110	0029	PUSH #0029
0f2d	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0f2e	0100		CLEAR
0f2f	0110	0000	PUSH #0000
0f31	0110	0001	PUSH #0001
0f33	032c		SetWindowParams(POP2, POP1)
0f34	032d		WaitForWindowReady()
0f35	0100		CLEAR
0f36	0110	0018	PUSH #0018
0f38	0325		SetWindowMessage(POP1)
0f39	0100		CLEAR
0f3a	0110	0006	PUSH #0006
0f3c	0110	0000	PUSH #0000
0f3e	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0f3f	0100		CLEAR
0f40	0110	0014	PUSH #0014
0f42	0303		ActiveEntity.SetMoveSpeed(POP1)
0f43	0100		CLEAR
0f44	0110	0028	PUSH #0028
0f46	0305		SetNumWaitFrames(POP1)
0f47	0306		Wait()
0f48	032d		WaitForWindowReady()
0f49	032d		WaitForWindowReady()
0f4a	0100		CLEAR
0f4b	0110	0055	PUSH #0055
0f4d	0110	00a0	PUSH #00a0
0f4f	0110	0096	PUSH #0096
0f51	0110	0029	PUSH #0029
0f53	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0f54	0100		CLEAR
0f55	0110	0000	PUSH #0000
0f57	0110	0001	PUSH #0001
0f59	032c		SetWindowParams(POP2, POP1)
0f5a	032d		WaitForWindowReady()
0f5b	0100		CLEAR
0f5c	0110	0019	PUSH #0019
0f5e	0325		SetWindowMessage(POP1)
0f5f	0100		CLEAR
0f60	0110	0000	PUSH #0000
0f62	0110	0001	PUSH #0001
0f64	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0f65	0100		CLEAR
0f66	0110	0014	PUSH #0014
0f68	0303		ActiveEntity.SetMoveSpeed(POP1)
0f69	0100		CLEAR
0f6a	011b	0004	PUSH GetSpecial(0004)
0f6c	0110	0080	PUSH #0080
0f6e	0040		PUSH POP2 + POP1
0f6f	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0f70	0100		CLEAR
0f71	011b	000d	PUSH GetSpecial(000d)
0f73	0201	0f7c	JUMPZ(POP1) 0f7c
0f75	0100		CLEAR
0f76	0110	0001	PUSH #0001
0f78	0305		SetNumWaitFrames(POP1)
0f79	0306		Wait()
0f7a	0200	0f70	JUMP 0f70
0f7c	032d		WaitForWindowReady()
0f7d	0100		CLEAR
0f7e	0110	0000	PUSH #0000
0f80	0303		ActiveEntity.SetMoveSpeed(POP1)
0f81	0100		CLEAR
0f82	0110	000a	PUSH #000a
0f84	0305		SetNumWaitFrames(POP1)
0f85	0306		Wait()
0f86	0100		CLEAR
0f87	011b	0004	PUSH GetSpecial(0004)
0f89	0110	0080	PUSH #0080
0f8b	0040		PUSH POP2 + POP1
0f8c	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0f8d	0100		CLEAR
0f8e	0110	0007	PUSH #0007
0f90	0110	0000	PUSH #0000
0f92	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0f93	032d		WaitForWindowReady()
0f94	0100		CLEAR
0f95	0110	001b	PUSH #001b
0f97	0110	00a0	PUSH #00a0
0f99	0110	0109	PUSH #0109
0f9b	0110	0039	PUSH #0039
0f9d	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0f9e	0100		CLEAR
0f9f	0110	0000	PUSH #0000
0fa1	0110	0000	PUSH #0000
0fa3	032c		SetWindowParams(POP2, POP1)
0fa4	032d		WaitForWindowReady()
0fa5	0100		CLEAR
0fa6	0110	001a	PUSH #001a
0fa8	0325		SetWindowMessage(POP1)
0fa9	032e		WaitForMessageAcknowledge()
0faa	0100		CLEAR
0fab	0114	1c22	PUSH Bank0[0384].Bit(2)
0fad	0110	0001	PUSH #0001
0faf	00e0		WRITE BANK POP2 = POP1
0fb0	0200	0ff6	JUMP 0ff6
0fb2	0100		CLEAR
0fb3	0110	0028	PUSH #0028
0fb5	0303		ActiveEntity.SetMoveSpeed(POP1)
0fb6	0100		CLEAR
0fb7	011b	0004	PUSH GetSpecial(0004)
0fb9	0110	0080	PUSH #0080
0fbb	0040		PUSH POP2 + POP1
0fbc	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0fbd	0100		CLEAR
0fbe	011b	000d	PUSH GetSpecial(000d)
0fc0	0201	0fc9	JUMPZ(POP1) 0fc9
0fc2	0100		CLEAR
0fc3	0110	0001	PUSH #0001
0fc5	0305		SetNumWaitFrames(POP1)
0fc6	0306		Wait()
0fc7	0200	0fbd	JUMP 0fbd
0fc9	0100		CLEAR
0fca	0110	0000	PUSH #0000
0fcc	0303		ActiveEntity.SetMoveSpeed(POP1)
0fcd	0100		CLEAR
0fce	0110	000a	PUSH #000a
0fd0	0305		SetNumWaitFrames(POP1)
0fd1	0306		Wait()
0fd2	0100		CLEAR
0fd3	011b	0004	PUSH GetSpecial(0004)
0fd5	0110	0080	PUSH #0080
0fd7	0040		PUSH POP2 + POP1
0fd8	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0fd9	0100		CLEAR
0fda	0110	0007	PUSH #0007
0fdc	0110	0000	PUSH #0000
0fde	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0fdf	032d		WaitForWindowReady()
0fe0	0100		CLEAR
0fe1	0110	001e	PUSH #001e
0fe3	0110	00a0	PUSH #00a0
0fe5	0110	0104	PUSH #0104
0fe7	0110	0039	PUSH #0039
0fe9	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0fea	0100		CLEAR
0feb	0110	0000	PUSH #0000
0fed	0110	0000	PUSH #0000
0fef	032c		SetWindowParams(POP2, POP1)
0ff0	032d		WaitForWindowReady()
0ff1	0100		CLEAR
0ff2	0110	001b	PUSH #001b
0ff4	0325		SetWindowMessage(POP1)
0ff5	032e		WaitForMessageAcknowledge()
0ff6	0100		CLEAR
0ff7	0110	0000	PUSH #0000
0ff9	0110	0001	PUSH #0001
0ffb	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0ffc	0100		CLEAR
0ffd	0110	0001	PUSH #0001
0fff	0307		SetControlsEnabled(POP1)
1000	0100		CLEAR
1001	0110	0001	PUSH #0001
1003	032b		SetRandomEncountersEnabled(POP1)
1004	0203		RETURN
1005	0100		CLEAR
1006	0110	0000	PUSH #0000
1008	0307		SetControlsEnabled(POP1)
1009	0100		CLEAR
100a	0110	0000	PUSH #0000
100c	032b		SetRandomEncountersEnabled(POP1)
100d	0100		CLEAR
100e	0110	0003	PUSH #0003
1010	0321		Op321(POP1)
1011	0100		CLEAR
1012	0114	1c22	PUSH Bank0[0384].Bit(2)
1014	0017		PUSH !POP1
1015	0201	10a6	JUMPZ(POP1) 10a6
1017	032d		WaitForWindowReady()
1018	0100		CLEAR
1019	0110	0055	PUSH #0055
101b	0110	00a0	PUSH #00a0
101d	0110	0096	PUSH #0096
101f	0110	0029	PUSH #0029
1021	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1022	0100		CLEAR
1023	0110	0000	PUSH #0000
1025	0110	0001	PUSH #0001
1027	032c		SetWindowParams(POP2, POP1)
1028	032d		WaitForWindowReady()
1029	0100		CLEAR
102a	0110	001c	PUSH #001c
102c	0325		SetWindowMessage(POP1)
102d	0100		CLEAR
102e	0110	0006	PUSH #0006
1030	0110	0000	PUSH #0000
1032	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1033	0100		CLEAR
1034	0110	0014	PUSH #0014
1036	0303		ActiveEntity.SetMoveSpeed(POP1)
1037	0100		CLEAR
1038	0110	0028	PUSH #0028
103a	0305		SetNumWaitFrames(POP1)
103b	0306		Wait()
103c	032d		WaitForWindowReady()
103d	032d		WaitForWindowReady()
103e	0100		CLEAR
103f	0110	0049	PUSH #0049
1041	0110	00a0	PUSH #00a0
1043	0110	00ae	PUSH #00ae
1045	0110	0029	PUSH #0029
1047	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1048	0100		CLEAR
1049	0110	0000	PUSH #0000
104b	0110	0001	PUSH #0001
104d	032c		SetWindowParams(POP2, POP1)
104e	032d		WaitForWindowReady()
104f	0100		CLEAR
1050	0110	001d	PUSH #001d
1052	0325		SetWindowMessage(POP1)
1053	0100		CLEAR
1054	0110	0000	PUSH #0000
1056	0110	0001	PUSH #0001
1058	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1059	0100		CLEAR
105a	0110	0014	PUSH #0014
105c	0303		ActiveEntity.SetMoveSpeed(POP1)
105d	0100		CLEAR
105e	011b	0004	PUSH GetSpecial(0004)
1060	0110	0080	PUSH #0080
1062	0040		PUSH POP2 + POP1
1063	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1064	0100		CLEAR
1065	011b	000d	PUSH GetSpecial(000d)
1067	0201	1070	JUMPZ(POP1) 1070
1069	0100		CLEAR
106a	0110	0001	PUSH #0001
106c	0305		SetNumWaitFrames(POP1)
106d	0306		Wait()
106e	0200	1064	JUMP 1064
1070	032d		WaitForWindowReady()
1071	0100		CLEAR
1072	0110	0000	PUSH #0000
1074	0303		ActiveEntity.SetMoveSpeed(POP1)
1075	0100		CLEAR
1076	0110	000a	PUSH #000a
1078	0305		SetNumWaitFrames(POP1)
1079	0306		Wait()
107a	0100		CLEAR
107b	011b	0004	PUSH GetSpecial(0004)
107d	0110	0080	PUSH #0080
107f	0040		PUSH POP2 + POP1
1080	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1081	0100		CLEAR
1082	0110	0007	PUSH #0007
1084	0110	0000	PUSH #0000
1086	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1087	032d		WaitForWindowReady()
1088	0100		CLEAR
1089	0110	0050	PUSH #0050
108b	0110	00a0	PUSH #00a0
108d	0110	00a0	PUSH #00a0
108f	0110	0029	PUSH #0029
1091	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1092	0100		CLEAR
1093	0110	0000	PUSH #0000
1095	0110	0000	PUSH #0000
1097	032c		SetWindowParams(POP2, POP1)
1098	032d		WaitForWindowReady()
1099	0100		CLEAR
109a	0110	001e	PUSH #001e
109c	0325		SetWindowMessage(POP1)
109d	032e		WaitForMessageAcknowledge()
109e	0100		CLEAR
109f	0114	1c22	PUSH Bank0[0384].Bit(2)
10a1	0110	0001	PUSH #0001
10a3	00e0		WRITE BANK POP2 = POP1
10a4	0200	10ea	JUMP 10ea
10a6	0100		CLEAR
10a7	0110	0028	PUSH #0028
10a9	0303		ActiveEntity.SetMoveSpeed(POP1)
10aa	0100		CLEAR
10ab	011b	0004	PUSH GetSpecial(0004)
10ad	0110	0080	PUSH #0080
10af	0040		PUSH POP2 + POP1
10b0	0304		ActiveEntity.SetDirectionAndFacing(POP1)
10b1	0100		CLEAR
10b2	011b	000d	PUSH GetSpecial(000d)
10b4	0201	10bd	JUMPZ(POP1) 10bd
10b6	0100		CLEAR
10b7	0110	0001	PUSH #0001
10b9	0305		SetNumWaitFrames(POP1)
10ba	0306		Wait()
10bb	0200	10b1	JUMP 10b1
10bd	0100		CLEAR
10be	0110	0000	PUSH #0000
10c0	0303		ActiveEntity.SetMoveSpeed(POP1)
10c1	0100		CLEAR
10c2	0110	000a	PUSH #000a
10c4	0305		SetNumWaitFrames(POP1)
10c5	0306		Wait()
10c6	0100		CLEAR
10c7	011b	0004	PUSH GetSpecial(0004)
10c9	0110	0080	PUSH #0080
10cb	0040		PUSH POP2 + POP1
10cc	0304		ActiveEntity.SetDirectionAndFacing(POP1)
10cd	0100		CLEAR
10ce	0110	0007	PUSH #0007
10d0	0110	0000	PUSH #0000
10d2	030e		ActiveEntity.PlayAnimation(POP2, POP1)
10d3	032d		WaitForWindowReady()
10d4	0100		CLEAR
10d5	0110	001b	PUSH #001b
10d7	0110	00a0	PUSH #00a0
10d9	0110	0109	PUSH #0109
10db	0110	0029	PUSH #0029
10dd	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
10de	0100		CLEAR
10df	0110	0000	PUSH #0000
10e1	0110	0000	PUSH #0000
10e3	032c		SetWindowParams(POP2, POP1)
10e4	032d		WaitForWindowReady()
10e5	0100		CLEAR
10e6	0110	001f	PUSH #001f
10e8	0325		SetWindowMessage(POP1)
10e9	032e		WaitForMessageAcknowledge()
10ea	0100		CLEAR
10eb	0110	0000	PUSH #0000
10ed	0110	0001	PUSH #0001
10ef	030e		ActiveEntity.PlayAnimation(POP2, POP1)
10f0	0100		CLEAR
10f1	0110	0001	PUSH #0001
10f3	0307		SetControlsEnabled(POP1)
10f4	0100		CLEAR
10f5	0110	0001	PUSH #0001
10f7	032b		SetRandomEncountersEnabled(POP1)
10f8	0203		RETURN
10f9	0100		CLEAR
10fa	0110	0000	PUSH #0000
10fc	0307		SetControlsEnabled(POP1)
10fd	0100		CLEAR
10fe	0110	0000	PUSH #0000
1100	032b		SetRandomEncountersEnabled(POP1)
1101	0100		CLEAR
1102	0110	0003	PUSH #0003
1104	0321		Op321(POP1)
1105	0100		CLEAR
1106	0114	1c22	PUSH Bank0[0384].Bit(2)
1108	0017		PUSH !POP1
1109	0201	1182	JUMPZ(POP1) 1182
110b	032d		WaitForWindowReady()
110c	0100		CLEAR
110d	0110	0076	PUSH #0076
110f	0110	00a0	PUSH #00a0
1111	0110	0054	PUSH #0054
1113	0110	0019	PUSH #0019
1115	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1116	0100		CLEAR
1117	0110	0000	PUSH #0000
1119	0110	0001	PUSH #0001
111b	032c		SetWindowParams(POP2, POP1)
111c	032d		WaitForWindowReady()
111d	0100		CLEAR
111e	0110	0020	PUSH #0020
1120	0325		SetWindowMessage(POP1)
1121	0100		CLEAR
1122	0110	0001	PUSH #0001
1124	0015		PUSH -POP1
1125	0110	0000	PUSH #0000
1127	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1128	0100		CLEAR
1129	0110	0014	PUSH #0014
112b	0303		ActiveEntity.SetMoveSpeed(POP1)
112c	0100		CLEAR
112d	0110	001e	PUSH #001e
112f	0305		SetNumWaitFrames(POP1)
1130	0306		Wait()
1131	032d		WaitForWindowReady()
1132	0100		CLEAR
1133	0110	0114	PUSH #0114
1135	031d		PlaySoundEffect(POP1)
1136	0100		CLEAR
1137	0110	0000	PUSH #0000
1139	0110	0001	PUSH #0001
113b	030e		ActiveEntity.PlayAnimation(POP2, POP1)
113c	0100		CLEAR
113d	0110	0014	PUSH #0014
113f	0303		ActiveEntity.SetMoveSpeed(POP1)
1140	0100		CLEAR
1141	011b	0004	PUSH GetSpecial(0004)
1143	0110	0080	PUSH #0080
1145	0040		PUSH POP2 + POP1
1146	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1147	0100		CLEAR
1148	011b	000d	PUSH GetSpecial(000d)
114a	0201	1153	JUMPZ(POP1) 1153
114c	0100		CLEAR
114d	0110	0001	PUSH #0001
114f	0305		SetNumWaitFrames(POP1)
1150	0306		Wait()
1151	0200	1147	JUMP 1147
1153	0100		CLEAR
1154	0110	0000	PUSH #0000
1156	0303		ActiveEntity.SetMoveSpeed(POP1)
1157	0100		CLEAR
1158	0110	001e	PUSH #001e
115a	0305		SetNumWaitFrames(POP1)
115b	0306		Wait()
115c	0100		CLEAR
115d	011b	0004	PUSH GetSpecial(0004)
115f	0110	0080	PUSH #0080
1161	0040		PUSH POP2 + POP1
1162	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1163	032d		WaitForWindowReady()
1164	0100		CLEAR
1165	0110	0058	PUSH #0058
1167	0110	00a0	PUSH #00a0
1169	0110	0090	PUSH #0090
116b	0110	0019	PUSH #0019
116d	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
116e	0100		CLEAR
116f	0110	0000	PUSH #0000
1171	0110	0000	PUSH #0000
1173	032c		SetWindowParams(POP2, POP1)
1174	032d		WaitForWindowReady()
1175	0100		CLEAR
1176	0110	0021	PUSH #0021
1178	0325		SetWindowMessage(POP1)
1179	032e		WaitForMessageAcknowledge()
117a	0100		CLEAR
117b	0114	1c22	PUSH Bank0[0384].Bit(2)
117d	0110	0001	PUSH #0001
117f	00e0		WRITE BANK POP2 = POP1
1180	0200	11db	JUMP 11db
1182	0100		CLEAR
1183	0110	0114	PUSH #0114
1185	031d		PlaySoundEffect(POP1)
1186	0100		CLEAR
1187	0110	0000	PUSH #0000
1189	0110	0001	PUSH #0001
118b	030e		ActiveEntity.PlayAnimation(POP2, POP1)
118c	0100		CLEAR
118d	0110	0028	PUSH #0028
118f	0303		ActiveEntity.SetMoveSpeed(POP1)
1190	0100		CLEAR
1191	011b	0004	PUSH GetSpecial(0004)
1193	0110	0080	PUSH #0080
1195	0040		PUSH POP2 + POP1
1196	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1197	0100		CLEAR
1198	011b	000d	PUSH GetSpecial(000d)
119a	0201	11a3	JUMPZ(POP1) 11a3
119c	0100		CLEAR
119d	0110	0001	PUSH #0001
119f	0305		SetNumWaitFrames(POP1)
11a0	0306		Wait()
11a1	0200	1197	JUMP 1197
11a3	0100		CLEAR
11a4	0110	0000	PUSH #0000
11a6	0303		ActiveEntity.SetMoveSpeed(POP1)
11a7	0100		CLEAR
11a8	0110	000a	PUSH #000a
11aa	0305		SetNumWaitFrames(POP1)
11ab	0306		Wait()
11ac	0100		CLEAR
11ad	011b	0004	PUSH GetSpecial(0004)
11af	0110	0080	PUSH #0080
11b1	0040		PUSH POP2 + POP1
11b2	0304		ActiveEntity.SetDirectionAndFacing(POP1)
11b3	0100		CLEAR
11b4	0114	1c23	PUSH Bank0[0384].Bit(3)
11b6	0017		PUSH !POP1
11b7	0201	11db	JUMPZ(POP1) 11db
11b9	0100		CLEAR
11ba	0110	001e	PUSH #001e
11bc	0305		SetNumWaitFrames(POP1)
11bd	0306		Wait()
11be	032d		WaitForWindowReady()
11bf	0100		CLEAR
11c0	0110	0058	PUSH #0058
11c2	0110	00a0	PUSH #00a0
11c4	0110	0090	PUSH #0090
11c6	0110	0019	PUSH #0019
11c8	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
11c9	0100		CLEAR
11ca	0110	0000	PUSH #0000
11cc	0110	0000	PUSH #0000
11ce	032c		SetWindowParams(POP2, POP1)
11cf	032d		WaitForWindowReady()
11d0	0100		CLEAR
11d1	0110	0021	PUSH #0021
11d3	0325		SetWindowMessage(POP1)
11d4	032e		WaitForMessageAcknowledge()
11d5	0100		CLEAR
11d6	0114	1c23	PUSH Bank0[0384].Bit(3)
11d8	0110	0001	PUSH #0001
11da	00e0		WRITE BANK POP2 = POP1
11db	0100		CLEAR
11dc	0110	0001	PUSH #0001
11de	032b		SetRandomEncountersEnabled(POP1)
11df	0100		CLEAR
11e0	0110	0001	PUSH #0001
11e2	0307		SetControlsEnabled(POP1)
11e3	0203		RETURN
11e4	0100		CLEAR
11e5	0114	03f6	PUSH Bank0[007e].Bit(6)
11e7	0017		PUSH !POP1
11e8	0201	12d4	JUMPZ(POP1) 12d4
11ea	0100		CLEAR
11eb	0110	0000	PUSH #0000
11ed	0307		SetControlsEnabled(POP1)
11ee	0100		CLEAR
11ef	0110	0000	PUSH #0000
11f1	032b		SetRandomEncountersEnabled(POP1)
11f2	0100		CLEAR
11f3	0110	0003	PUSH #0003
11f5	0321		Op321(POP1)
11f6	0100		CLEAR
11f7	0114	1c22	PUSH Bank0[0384].Bit(2)
11f9	0017		PUSH !POP1
11fa	0201	1273	JUMPZ(POP1) 1273
11fc	032d		WaitForWindowReady()
11fd	0100		CLEAR
11fe	0110	0076	PUSH #0076
1200	0110	00a0	PUSH #00a0
1202	0110	0054	PUSH #0054
1204	0110	0019	PUSH #0019
1206	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1207	0100		CLEAR
1208	0110	0000	PUSH #0000
120a	0110	0001	PUSH #0001
120c	032c		SetWindowParams(POP2, POP1)
120d	032d		WaitForWindowReady()
120e	0100		CLEAR
120f	0110	0020	PUSH #0020
1211	0325		SetWindowMessage(POP1)
1212	0100		CLEAR
1213	0110	0001	PUSH #0001
1215	0015		PUSH -POP1
1216	0110	0000	PUSH #0000
1218	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1219	0100		CLEAR
121a	0110	0014	PUSH #0014
121c	0303		ActiveEntity.SetMoveSpeed(POP1)
121d	0100		CLEAR
121e	0110	001e	PUSH #001e
1220	0305		SetNumWaitFrames(POP1)
1221	0306		Wait()
1222	032d		WaitForWindowReady()
1223	0100		CLEAR
1224	0110	0114	PUSH #0114
1226	031d		PlaySoundEffect(POP1)
1227	0100		CLEAR
1228	0110	0000	PUSH #0000
122a	0110	0001	PUSH #0001
122c	030e		ActiveEntity.PlayAnimation(POP2, POP1)
122d	0100		CLEAR
122e	0110	0014	PUSH #0014
1230	0303		ActiveEntity.SetMoveSpeed(POP1)
1231	0100		CLEAR
1232	011b	0004	PUSH GetSpecial(0004)
1234	0110	0080	PUSH #0080
1236	0040		PUSH POP2 + POP1
1237	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1238	0100		CLEAR
1239	011b	000d	PUSH GetSpecial(000d)
123b	0201	1244	JUMPZ(POP1) 1244
123d	0100		CLEAR
123e	0110	0001	PUSH #0001
1240	0305		SetNumWaitFrames(POP1)
1241	0306		Wait()
1242	0200	1238	JUMP 1238
1244	0100		CLEAR
1245	0110	0000	PUSH #0000
1247	0303		ActiveEntity.SetMoveSpeed(POP1)
1248	0100		CLEAR
1249	0110	001e	PUSH #001e
124b	0305		SetNumWaitFrames(POP1)
124c	0306		Wait()
124d	0100		CLEAR
124e	011b	0004	PUSH GetSpecial(0004)
1250	0110	0080	PUSH #0080
1252	0040		PUSH POP2 + POP1
1253	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1254	032d		WaitForWindowReady()
1255	0100		CLEAR
1256	0110	0058	PUSH #0058
1258	0110	00a0	PUSH #00a0
125a	0110	0090	PUSH #0090
125c	0110	0019	PUSH #0019
125e	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
125f	0100		CLEAR
1260	0110	0000	PUSH #0000
1262	0110	0000	PUSH #0000
1264	032c		SetWindowParams(POP2, POP1)
1265	032d		WaitForWindowReady()
1266	0100		CLEAR
1267	0110	0021	PUSH #0021
1269	0325		SetWindowMessage(POP1)
126a	032e		WaitForMessageAcknowledge()
126b	0100		CLEAR
126c	0114	1c22	PUSH Bank0[0384].Bit(2)
126e	0110	0001	PUSH #0001
1270	00e0		WRITE BANK POP2 = POP1
1271	0200	12cc	JUMP 12cc
1273	0100		CLEAR
1274	0110	0114	PUSH #0114
1276	031d		PlaySoundEffect(POP1)
1277	0100		CLEAR
1278	0110	0000	PUSH #0000
127a	0110	0001	PUSH #0001
127c	030e		ActiveEntity.PlayAnimation(POP2, POP1)
127d	0100		CLEAR
127e	0110	0028	PUSH #0028
1280	0303		ActiveEntity.SetMoveSpeed(POP1)
1281	0100		CLEAR
1282	011b	0004	PUSH GetSpecial(0004)
1284	0110	0080	PUSH #0080
1286	0040		PUSH POP2 + POP1
1287	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1288	0100		CLEAR
1289	011b	000d	PUSH GetSpecial(000d)
128b	0201	1294	JUMPZ(POP1) 1294
128d	0100		CLEAR
128e	0110	0001	PUSH #0001
1290	0305		SetNumWaitFrames(POP1)
1291	0306		Wait()
1292	0200	1288	JUMP 1288
1294	0100		CLEAR
1295	0110	0000	PUSH #0000
1297	0303		ActiveEntity.SetMoveSpeed(POP1)
1298	0100		CLEAR
1299	0110	000a	PUSH #000a
129b	0305		SetNumWaitFrames(POP1)
129c	0306		Wait()
129d	0100		CLEAR
129e	011b	0004	PUSH GetSpecial(0004)
12a0	0110	0080	PUSH #0080
12a2	0040		PUSH POP2 + POP1
12a3	0304		ActiveEntity.SetDirectionAndFacing(POP1)
12a4	0100		CLEAR
12a5	0114	1c23	PUSH Bank0[0384].Bit(3)
12a7	0017		PUSH !POP1
12a8	0201	12cc	JUMPZ(POP1) 12cc
12aa	0100		CLEAR
